candidate_id_1,candidate_id_2,zipcode,distance_miles
5,47,10001,0.04733277007098012
5,48,10001,0.013688141295431961
5,66,10001,0.020588600735855833
6,82,10001,0.01655201058584572
7,45,10001,0.03523425602986335
13,98,10001,0.04476858284775591
17,59,10001,0.006602183461536182
17,89,10001,0.0410948688535643
18,61,10001,0.044930389865640005
19,52,10001,0.055679989717424605
19,70,10001,0.05532478229827939
19,93,10001,0.0556527915750285
21,83,10001,0.045967951922011814
22,84,10001,0.02682244657850953
24,35,10001,0.043885266164381286
24,44,10001,0.03416894596371908
25,28,10001,0.04067884152848251
27,87,10001,0.03482440523011279
28,46,10001,0.032456658932381866
31,63,10001,0.048437778807896556
33,36,10001,0.03405357018977596
35,44,10001,0.015288367197053775
37,73,10001,0.012078120312371314
37,97,10001,0.055642581310300455
40,91,10001,0.04566961728474235
41,82,10001,0.05643503664290357
47,48,10001,0.043579915223512754
47,66,10001,0.05512536885524864
48,66,10001,0.0340655655421501
51,67,10001,0.04144585925352025
51,99,10001,0.0326828546731046
54,94,10001,0.05496488433884298
59,89,10001,0.04538607519552476
67,99,10001,0.04200694187170549
69,76,10001,0.041321064602667074
69,100,10001,0.05681052181735919
70,93,10001,0.02099700656380091
73,97,10001,0.044139769475725746
75,77,10001,0.05103884902109998
102,139,10002,0.04016853527058279
102,150,10002,0.04223105123006943
105,126,10002,0.036185374581323315
105,140,10002,0.0467161766392293
105,191,10002,0.04982527073951462
108,171,10002,0.041677245319384465
110,192,10002,0.04480692290382221
113,176,10002,0.04529847348047334
119,156,10002,0.022172109793028603
119,166,10002,0.017529206681124034
123,162,10002,0.025649592260902004
126,128,10002,0.050590025405958666
126,140,10002,0.036271426352759664
128,140,10002,0.02315938639287927
130,154,10002,0.03792975510579881
130,178,10002,0.05635544943729071
132,183,10002,0.05971512284957733
134,171,10002,0.03261111919376327
134,177,10002,0.040834262864613675
137,189,10002,0.03785545110518818
141,160,10002,0.04862867167863745
141,174,10002,0.0497943957346004
142,163,10002,0.059244974130803055
143,151,10002,0.021417163305848873
148,161,10002,0.0538288445961711
153,180,10002,0.043458256562911975
156,166,10002,0.015300711902611874
159,173,10002,0.05013594570152475
160,174,10002,0.0580348655314317
162,199,10002,0.05688450788245856
181,200,10002,0.05803654157246332
187,193,10002,0.027503175364472852
204,233,10003,0.05645463099021196
204,254,10003,0.037113372891595255
204,259,10003,0.005448703284680512
205,239,10003,0.059954856678159175
207,274,10003,0.054119372571934214
208,223,10003,0.01991212712656912
208,300,10003,0.013141111037109616
209,227,10003,0.015223274494154424
210,222,10003,0.05908641464484078
212,263,10003,0.053188966503807215
213,247,10003,0.05018112464716734
215,262,10003,0.05021586053086187
216,233,10003,0.05720745071367669
219,277,10003,0.03309655315561397
223,300,10003,0.03303061397430124
227,258,10003,0.058978869319823206
229,270,10003,0.02629176386706458
229,279,10003,0.03814524398844124
231,292,10003,0.05585693555400314
233,254,10003,0.020982212116772744
233,259,10003,0.05257919393681147
234,249,10003,0.047031844870519514
236,249,10003,0.03493258081158195
240,250,10003,0.04736434877068797
246,257,10003,0.04571693571650565
254,259,10003,0.032648839238270194
256,293,10003,0.058998042212302294
262,290,10003,0.03590983793349778
268,299,10003,0.04167232488891369
269,288,10003,0.0595670387316666
270,279,10003,0.0409206238220613
271,273,10003,0.009314517646824344
278,285,10003,0.03369352819168926
278,296,10003,0.05114965715729122
285,296,10003,0.027207084228682323
286,297,10003,0.037216074295956116
301,343,10004,0.04834722573968082
301,346,10004,0.017007522181831526
301,397,10004,0.021192804291043015
303,394,10004,0.010319600180630054
306,348,10004,0.027358922953128056
309,316,10004,0.050780827613931136
310,323,10004,0.04850044086294285
310,326,10004,0.024058830085231134
310,340,10004,0.04287022671436055
310,369,10004,0.0424511007209237
311,333,10004,0.038750924131444604
312,322,10004,0.051169623348975034
312,350,10004,0.019817291960396135
313,384,10004,0.043435922545926715
314,352,10004,0.05085468151794225
315,396,10004,0.05017301385389653
317,344,10004,0.04276857212560992
317,379,10004,0.05483924942278854
317,395,10004,0.046338686947091506
319,368,10004,0.0024637909845576017
323,326,10004,0.04036598557294241
323,340,10004,0.03955347858139105
325,367,10004,0.04107761912575713
326,340,10004,0.019040150527847004
326,369,10004,0.03971138835240513
328,354,10004,0.03851624956516337
328,378,10004,0.05393950059341938
329,352,10004,0.028586778377835874
330,353,10004,0.03180793417219676
330,372,10004,0.03688426073553293
334,347,10004,0.033619774950663116
337,369,10004,0.026954028775512784
340,369,10004,0.05019667890996835
343,346,10004,0.054309624665355154
343,397,10004,0.04424557915064903
344,395,10004,0.054905443612628176
345,362,10004,0.052106151879694945
345,379,10004,0.0562976239265389
346,397,10004,0.012214446298505434
353,372,10004,0.037447255812147064
355,400,10004,0.005883957434388191
356,391,10004,0.028284175887465818
358,385,10004,0.05804044769726491
364,387,10004,0.03773819025120544
366,382,10004,0.026745684866150334
370,390,10004,0.024607143842709504
371,382,10004,0.04353113350613901
373,381,10004,0.02414856447145256
380,385,10004,0.04758849620351765
401,487,10005,0.0387318682031912
402,452,10005,0.02928635509693281
403,431,10005,0.01421144060170177
405,493,10005,0.051897619368919255
406,410,10005,0.015668986140724084
408,423,10005,0.05776671642098748
409,449,10005,0.03073958949006656
414,492,10005,0.046262192831760696
418,471,10005,0.047381957125678976
419,437,10005,0.046251423867106824
419,465,10005,0.04686584387138349
420,424,10005,0.03281491495747263
421,439,10005,0.03585241616527897
422,446,10005,0.05520871529924492
424,453,10005,0.053113762910000625
425,490,10005,0.02984107589787241
432,451,10005,0.02627991790276259
435,440,10005,0.058640229328915904
435,461,10005,0.04999950824807568
437,465,10005,0.03302997491860393
440,459,10005,0.04271505200975978
440,496,10005,0.0392120811647018
447,475,10005,0.05600784905888339
450,456,10005,0.03147934016556918
450,484,10005,0.036270859097667085
456,484,10005,0.04546951623142106
459,496,10005,0.0530681280022903
462,486,10005,0.052371277822173413
463,469,10005,0.044799893991901873
463,491,10005,0.05418068117768252
468,471,10005,0.019481982598758794
468,499,10005,0.05309606337972637
474,493,10005,0.05011691415097797
491,496,10005,0.0542746346127356
502,555,10006,0.004374515617761569
503,546,10006,0.058414064120225186
504,519,10006,0.026005948473261372
505,520,10006,0.04056607715731938
505,541,10006,0.030029595873004127
506,528,10006,0.05825649579845413
508,571,10006,0.05172046995070744
508,598,10006,0.05801151798043874
513,530,10006,0.047650829730685774
515,536,10006,0.01087002142198168
516,581,10006,0.04873316722690136
520,541,10006,0.027934975140320846
520,584,10006,0.05667895016977834
522,531,10006,0.0583342204661239
523,561,10006,0.03688267991473491
524,525,10006,0.014519970308952145
524,570,10006,0.027026267603380987
525,570,10006,0.02361853018741624
527,565,10006,0.05980302445363016
531,532,10006,0.05520289677319763
531,533,10006,0.04223582029986531
531,585,10006,0.022475072517677053
532,533,10006,0.05799345149671586
532,576,10006,0.0542219962108777
534,550,10006,0.044160364835482885
537,556,10006,0.030139767955753804
538,573,10006,0.05031024541376952
541,584,10006,0.04114442685681594
542,552,10006,0.0041482048637889605
544,560,10006,0.025142208822722306
544,580,10006,0.030074630187491163
545,591,10006,0.0289432954524381
545,599,10006,0.053129447634558215
548,582,10006,0.031867903063130074
551,573,10006,0.04036484641294819
558,562,10006,0.055995959022759736
558,588,10006,0.047277994822742704
559,581,10006,0.025127907465463246
560,572,10006,0.05734252192101039
560,580,10006,0.009601804691311324
572,580,10006,0.05044616996077722
590,597,10006,0.04082133628042345
591,599,10006,0.036390009905934405
604,609,10007,0.025759435968403962
608,646,10007,0.010436932523840646
610,671,10007,0.0482531817249849
611,618,10007,0.04479528212497741
611,641,10007,0.03017520855951564
612,668,10007,0.042194695300595046
612,672,10007,0.05815337723876815
613,679,10007,0.04008739450488867
614,636,10007,0.05538207656807243
615,656,10007,0.04901452824869709
618,641,10007,0.015429495482379652
620,628,10007,0.029757950451930398
622,684,10007,0.05317014354603537
623,649,10007,0.04139059070619949
624,677,10007,0.029474307336384307
628,630,10007,0.055273490338063024
630,643,10007,0.020517323589516964
631,643,10007,0.04696987285791532
631,686,10007,0.033055755246590504
632,652,10007,0.04382534861539938
635,663,10007,0.04228740214540041
639,666,10007,0.02976384482417261
640,673,10007,0.0435518155771528
643,686,10007,0.04481367805103148
644,668,10007,0.04169491014653828
644,678,10007,0.024973601173732873
644,696,10007,0.04650338588634994
647,691,10007,0.025212421660194346
653,659,10007,0.045966889429486124
658,694,10007,0.053838062796806176
664,678,10007,0.058805129653757005
671,695,10007,0.046150007996855945
701,733,10008,0.04616480437646126
703,749,10008,0.05589992787983616
703,779,10008,0.02227734118630415
703,792,10008,0.0493645155426484
704,774,10008,0.058095831490962466
706,746,10008,0.05854795422515417
708,738,10008,0.048215825482072205
710,799,10008,0.018831941109602703
711,717,10008,0.05932611822429007
711,756,10008,0.012506605766571564
713,715,10008,0.05328148825986692
717,800,10008,0.04955984550354235
719,758,10008,0.020020417030751633
724,789,10008,0.05092674768806953
730,794,10008,0.009046745359147294
731,755,10008,0.0356810887136329
731,784,10008,0.05600946630807574
732,795,10008,0.054020037908268856
733,771,10008,0.05534860478599753
740,759,10008,0.03444680026872656
742,771,10008,0.05967114869162178
742,775,10008,0.014783695700942142
745,761,10008,0.028677151742459047
747,764,10008,0.04614237510498809
747,787,10008,0.0442211135637306
749,774,10008,0.03783637789233437
749,779,10008,0.05680853072931229
749,792,10008,0.04250571538090379
750,799,10008,0.05974083800017587
754,776,10008,0.040064075961107136
760,780,10008,0.05578394757968695
762,772,10008,0.03799930450221652
764,787,10008,0.032903818120893207
771,775,10008,0.04846844426333297
773,798,10008,0.05774722776439354
777,799,10008,0.053168820368110575
779,792,10008,0.03323977261070022
801,833,10009,0.046205358002770626
805,807,10009,0.05216820372065209
806,827,10009,0.03199769338306465
809,880,10009,0.0507696306941992
810,881,10009,0.037614313617865235
813,858,10009,0.03954834416496129
813,884,10009,0.04952812068385794
817,828,10009,0.018699557144141836
817,870,10009,0.05026809221424439
817,887,10009,0.04256853269639956
818,898,10009,0.05786551342348521
819,835,10009,0.050570559477817405
820,891,10009,0.0015971109514632176
823,882,10009,0.019159322736362432
823,888,10009,0.03235557259689005
828,887,10009,0.05720069766229799
832,859,10009,0.012946681536945096
832,900,10009,0.035497729181562444
834,894,10009,0.037841706108224446
840,873,10009,0.02705974900013076
842,850,10009,0.04205003829178543
858,884,10009,0.0253096476742244
859,900,10009,0.04485424393612882
860,866,10009,0.03164316514383276
860,877,10009,0.008567692884504884
860,880,10009,0.043658771674571266
861,869,10009,0.021188209497667036
864,895,10009,0.043425070655407294
865,878,10009,0.05172576974682068
866,877,10009,0.03220632599014207
866,898,10009,0.05120230447476491
870,887,10009,0.0100490151153642
874,892,10009,0.04248292602960673
877,880,10009,0.05016250165926086
882,888,10009,0.036035326027754805
901,962,10010,0.03566209109005613
901,977,10010,0.02392652272233515
902,904,10010,0.040751917582871534
902,938,10010,0.05463774718351769
902,941,10010,0.022392053343652386
904,921,10010,0.04917195441935936
904,941,10010,0.030488900622062397
910,982,10010,0.05124083612162463
912,918,10010,0.017793434230203884
913,923,10010,0.04415007609294623
914,921,10010,0.049619050627397424
914,984,10010,0.05857774500703939
914,998,10010,0.013700800119975926
919,985,10010,0.048538383090209344
921,998,10010,0.057835172802956705
922,981,10010,0.045528580528125404
925,965,10010,0.057703222043825504
926,928,10010,0.05756169184805788
929,951,10010,0.03945456994784814
931,940,10010,0.03486330653765946
931,943,10010,0.040124289879597416
931,945,10010,0.04726981095475004
937,958,10010,0.01441888989225331
937,979,10010,0.028460740934496555
940,943,10010,0.029013979666142133
940,945,10010,0.05510675721778117
942,993,10010,0.032870208457802946
944,992,10010,0.05758403858170969
945,973,10010,0.059267629659898714
948,959,10010,0.041894126663267084
948,971,10010,0.05207973108133249
952,956,10010,0.051089530903133167
953,964,10010,0.045429836265264735
958,979,10010,0.041491406567162326
959,971,10010,0.05035423488460961
960,982,10010,0.05833486666149159
961,999,10010,0.0547289147638111
962,977,10010,0.025540336958261495
978,990,10010,0.019644357779147106
984,998,10010,0.04869792970614206
1001,1051,10011,0.037751587211131137
1001,1054,10011,0.05761395865578911
1001,1081,10011,0.04127531101238461
1001,1094,10011,0.02050811248470149
1002,1038,10011,0.05559325321089928
1005,1061,10011,0.03686447193576467
1006,1012,10011,0.0476716110309614
1007,1023,10011,0.04486128458928759
1007,1024,10011,0.03970672958703328
1008,1010,10011,0.03768958002049019
1008,1100,10011,0.017746770090812977
1010,1080,10011,0.04467519675791157
1010,1100,10011,0.020034217110299988
1014,1062,10011,0.031435242516111406
1015,1040,10011,0.0423679523777545
1016,1095,10011,0.039008644203629476
1016,1097,10011,0.05560977309384537
1017,1035,10011,0.036484042923142945
1017,1062,10011,0.04710376380165285
1019,1082,10011,0.0418473008585014
1021,1041,10011,0.02190666018551846
1022,1035,10011,0.030280696007626617
1023,1024,10011,0.059870708492702165
1023,1083,10011,0.04576171446233793
1026,1030,10011,0.050712976465257235
1029,1085,10011,0.03227609808078419
1029,1088,10011,0.05384217829559646
1032,1049,10011,0.02773538741404266
1036,1064,10011,0.050435473173427676
1045,1089,10011,0.04315849826195929
1050,1067,10011,0.026689408642471144
1051,1054,10011,0.03739009812318668
1051,1094,10011,0.03272206980089729
1053,1068,10011,0.0599829327888191
1054,1094,10011,0.039025710501175814
1055,1059,10011,0.026265429830928187
1057,1079,10011,0.05647446033848756
1060,1084,10011,0.02356186285091959
1061,1077,10011,0.03425319501094642
1069,1076,10011,0.03813120717676513
1085,1088,10011,0.027616442630697857
1086,1097,10011,0.057025503772911365
1095,1097,10011,0.01858276586672124
1104,1126,10012,0.03335307256371295
1104,1198,10012,0.03437940584582667
1105,1174,10012,0.030081514433480012
1105,1187,10012,0.03153160899509061
1106,1118,10012,0.05314884013777468
1106,1185,10012,0.05982202612027032
1110,1172,10012,0.028327324887361175
1114,1125,10012,0.0321725632591264
1115,1147,10012,0.05661567880810172
1121,1189,10012,0.05408937828217113
1123,1193,10012,0.03428558017915454
1124,1150,10012,0.05802690419861385
1126,1198,10012,0.03016060177361263
1130,1173,10012,0.03347347127909019
1134,1197,10012,0.02594082765413967
1136,1138,10012,0.030515388000786674
1136,1186,10012,0.03805854669343196
1138,1186,10012,0.011020243291542262
1139,1183,10012,0.05720664788455708
1144,1161,10012,0.009098085195519853
1146,1163,10012,0.03398498555730971
1146,1164,10012,0.03875757748052362
1146,1199,10012,0.0584207478808156
1150,1154,10012,0.051165858343711686
1152,1169,10012,0.05172418260680867
1153,1176,10012,0.03150748875757271
1156,1188,10012,0.04669089209405167
1159,1168,10012,0.04501247854183161
1164,1199,10012,0.02624419600512468
1168,1169,10012,0.03484360435474131
1169,1200,10012,0.042890680603549655
1174,1187,10012,0.03758090910978465
1191,1194,10012,0.05242871547825031
1202,1267,10013,0.048082906004284436
1203,1241,10013,0.0427372079614769
1205,1283,10013,0.028964768656143704
1206,1218,10013,0.04798298160351783
1206,1294,10013,0.05050700485313189
1207,1264,10013,0.04753618528338005
1208,1243,10013,0.037658820477556386
1210,1221,10013,0.0568362710597027
1212,1293,10013,0.05851924829907922
1214,1282,10013,0.0198296020955786
1215,1284,10013,0.04124685964680512
1218,1283,10013,0.05785650493683584
1220,1256,10013,0.05335942330832214
1222,1232,10013,0.04278827982684239
1222,1242,10013,0.030655865008223607
1222,1248,10013,0.04326571551790302
1222,1260,10013,0.011619751489258662
1222,1286,10013,0.05031283181116623
1224,1289,10013,0.05591362428992597
1228,1234,10013,0.015333983181620403
